chgNo,description,CPT,revCode,chgAmt
100427,"DX Hand x-ray, complete",73130,0320,243.75
100428,"DX abdominal x-ray, 1 view",74018,0320,240.50
100429,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,0320,290.00
100430,DX Portable chest x-ray,71045,0320,304.75
100431,"DX chest x-ray, 2 views",71046,0320,254.50
100432,"DX SHOULDER X-RAY, COMPLETE",73030,0320,313.25
100433,"DX Knee x-ray, 1 or 2 views",73560,0320,237.00
100434,"DX lumbar spine x-ray, 2 or 3 views",72100,0320,151.75
100435,"DX FOOT X-RAY, COMPLETE",73630,0320,228.50
100436,"DX Cervical spine x-ray, 2 or 3 views",72040,0320,140.25
100437,"DX hand x-ray, complete",73130,0320,102.00
100438,"DX ABDOMINAL X-RAY, 1 VIEW",74018,0320,116.75
100439,"DX Hip x-ray, 2 or 3 views",73502,0320,190.50
100440,DX portable chest x-ray,71045,0320,72.00
100441,"DX CHEST X-RAY, 2 VIEWS",71046,0320,348.75
100442,"DX Shoulder x-ray, complete",73030,0320,185.50
100443,"DX knee x-ray, 1 or 2 views",73560,0320,261.25
100444,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,0320,310.00
100445,"DX Foot x-ray, complete",73630,0320,221.75
100446,"DX cervical spine x-ray, 2 or 3 views",72040,0320,268.50
100447,"DX HAND X-RAY, COMPLETE",73130,0320,110.25
100448,"DX Abdominal x-ray, 1 view",74018,0320,170.00
100449,"DX hip x-ray, 2 or 3 views",73502,0320,190.75
100450,DX PORTABLE CHEST X-RAY,71045,0320,99.50
100451,"DX Chest x-ray, 2 views",71046,0320,194.00
100452,"DX shoulder x-ray, complete",73030,0320,258.75
100453,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,0320,87.50
100454,"DX Lumbar spine x-ray, 2 or 3 views",72100,0320,240.25
100455,"DX foot x-ray, complete",73630,0320,293.00
100456,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,0320,159.75
100457,"DX Hand x-ray, complete",73130,0320,192.50
100458,"DX abdominal x-ray, 1 view",74018,0320,238.25
100459,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,0320,338.00
100460,DX Portable chest x-ray,71045,0320,369.75
100461,"DX chest x-ray, 2 views",71046,0320,377.50
100462,"DX SHOULDER X-RAY, COMPLETE",73030,0320,169.00
100463,"DX Knee x-ray, 1 or 2 views",73560,0320,336.75
100464,"DX lumbar spine x-ray, 2 or 3 views",72100,0320,334.50
100465,"DX FOOT X-RAY, COMPLETE",73630,0320,273.25
100466,"DX Cervical spine x-ray, 2 or 3 views",72040,0320,249.00
100467,"DX hand x-ray, complete",73130,0320,116.75
100468,"DX ABDOMINAL X-RAY, 1 VIEW",74018,0320,321.50
100469,"DX Hip x-ray, 2 or 3 views",73502,0320,106.25
100470,DX portable chest x-ray,71045,0320,296.00
100471,"DX CHEST X-RAY, 2 VIEWS",71046,0320,282.75
100472,"DX Shoulder x-ray, complete",73030,0320,333.50
100473,"DX knee x-ray, 1 or 2 views",73560,0320,71.00
100474,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,0320,253.75
100475,"DX Foot x-ray, complete",73630,0320,270.50
100476,"DX cervical spine x-ray, 2 or 3 views",72040,0320,106.25
100477,"DX HAND X-RAY, COMPLETE",73130,0320,299.00
100478,"DX Abdominal x-ray, 1 view",74018,0320,182.75
100479,"DX hip x-ray, 2 or 3 views",73502,0320,281.50
100480,DX PORTABLE CHEST X-RAY,71045,0320,243.25
100481,"DX Chest x-ray, 2 views",71046,0320,92.00
100482,"DX shoulder x-ray, complete",73030,0320,246.75
100483,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,0320,281.50
100484,"DX Lumbar spine x-ray, 2 or 3 views",72100,0320,231.00
100485,"DX foot x-ray, complete",73630,0320,346.75
100486,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,0320,106.50
100487,"DX Hand x-ray, complete",73130,0320,312.25
100488,"DX abdominal x-ray, 1 view",74018,0320,195.00
100489,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,0320,85.75
100490,DX Portable chest x-ray,71045,0320,145.50
100491,"DX chest x-ray, 2 views",71046,0320,99.25
100492,"DX SHOULDER X-RAY, COMPLETE",73030,0320,281.00
100493,"DX Knee x-ray, 1 or 2 views",73560,0320,246.75
100494,"DX lumbar spine x-ray, 2 or 3 views",72100,0320,353.50
100495,"DX FOOT X-RAY, COMPLETE",73630,0320,324.00
100496,"DX Cervical spine x-ray, 2 or 3 views",72040,0320,297.75
100497,"DX hand x-ray, complete",73130,0320,249.50
100498,"DX ABDOMINAL X-RAY, 1 VIEW",74018,0320,259.25
100499,"DX Hip x-ray, 2 or 3 views",73502,0320,152.00
100500,DX portable chest x-ray,71045,0320,317.75
100501,"DX CHEST X-RAY, 2 VIEWS",71046,0320,343.50
100502,"DX Shoulder x-ray, complete",73030,0320,242.25
100503,"DX knee x-ray, 1 or 2 views",73560,0320,265.00
100504,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,0320,102.75
100505,"DX Foot x-ray, complete",73630,0320,114.50
100506,"DX cervical spine x-ray, 2 or 3 views",72040,0320,212.00
100507,"DX HAND X-RAY, COMPLETE",73130,0320,308.75
100508,"DX Abdominal x-ray, 1 view",74018,0320,231.50
100509,"DX hip x-ray, 2 or 3 views",73502,0320,126.25
100510,DX PORTABLE CHEST X-RAY,71045,0320,153.00
100511,"DX Chest x-ray, 2 views",71046,0320,111.75
100512,"DX shoulder x-ray, complete",73030,0320,322.50
100513,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,0320,146.25
100514,"DX Lumbar spine x-ray, 2 or 3 views",72100,0320,160.00
100515,"DX foot x-ray, complete",73630,0320,189.75
100516,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,0320,338.50
100517,"DX Hand x-ray, complete",73130,0320,196.00
100518,"DX abdominal x-ray, 1 view",74018,0320,254.75
100519,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,0320,246.50
100520,DX Portable chest x-ray,71045,0320,168.25
100521,"DX chest x-ray, 2 views",71046,0320,311.00
100522,"DX SHOULDER X-RAY, COMPLETE",73030,0320,323.75
100523,"DX Knee x-ray, 1 or 2 views",73560,0320,355.50
100524,"DX lumbar spine x-ray, 2 or 3 views",72100,0320,113.25
100525,"DX FOOT X-RAY, COMPLETE",73630,0320,201.00
100526,"DX Cervical spine x-ray, 2 or 3 views",72040,0320,367.75
100527,"DX hand x-ray, complete",73130,0320,253.50
100528,"DX ABDOMINAL X-RAY, 1 VIEW",74018,0320,270.00
100529,"DX Hip x-ray, 2 or 3 views",73502,0320,68.75
100530,DX portable chest x-ray,71045,0320,88.50
100531,"DX CHEST X-RAY, 2 VIEWS",71046,0320,343.25
100532,"DX Shoulder x-ray, complete",73030,0320,351.00
100533,"DX knee x-ray, 1 or 2 views",73560,0320,115.75
100534,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,0320,186.50
100535,"DX Foot x-ray, complete",73630,0320,275.25
100536,"DX cervical spine x-ray, 2 or 3 views",72040,0320,173.00
100537,"DX HAND X-RAY, COMPLETE",73130,0320,160.75
100538,"DX Abdominal x-ray, 1 view",74018,0320,229.50
100539,"DX hip x-ray, 2 or 3 views",73502,0320,324.00
100540,DX PORTABLE CHEST X-RAY,71045,0320,152.75
100541,"DX Chest x-ray, 2 views",71046,0320,268.50
100542,"DX shoulder x-ray, complete",73030,0320,211.25
100543,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,0320,354.00
100544,"DX Lumbar spine x-ray, 2 or 3 views",72100,0320,131.75
100545,"DX foot x-ray, complete",73630,0320,159.50
100546,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,0320,220.25
100547,"DX Hand x-ray, complete",73130,0320,325.00
100548,"DX abdominal x-ray, 1 view",74018,0320,123.75
100549,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,0320,226.50
100550,DX Portable chest x-ray,71045,0320,262.00
100551,"DX chest x-ray, 2 views",71046,0320,189.75
100552,"DX SHOULDER X-RAY, COMPLETE",73030,0320,268.50
100553,"DX Knee x-ray, 1 or 2 views",73560,0320,316.25
100554,"DX lumbar spine x-ray, 2 or 3 views",72100,0320,285.00
100555,"DX FOOT X-RAY, COMPLETE",73630,0320,322.75
100556,"DX Cervical spine x-ray, 2 or 3 views",72040,0320,264.50
100557,"DX hand x-ray, complete",73130,0320,87.25
100558,"DX ABDOMINAL X-RAY, 1 VIEW",74018,0320,288.00
100559,"DX Hip x-ray, 2 or 3 views",73502,0320,243.75
100560,DX portable chest x-ray,71045,0320,107.50
100561,"DX CHEST X-RAY, 2 VIEWS",71046,0320,170.00
100562,"DX Shoulder x-ray, complete",73030,0320,157.75
100563,"DX knee x-ray, 1 or 2 views",73560,0320,101.50
100564,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,0320,176.25
100565,"DX Foot x-ray, complete",73630,0320,203.00
100566,"DX cervical spine x-ray, 2 or 3 views",72040,0320,362.75
100567,"DX HAND X-RAY, COMPLETE",73130,0320,217.50
100568,"DX Abdominal x-ray, 1 view",74018,0320,314.25
100569,"DX hip x-ray, 2 or 3 views",73502,0320,112.00
100570,DX PORTABLE CHEST X-RAY,71045,0320,135.75
100571,"DX Chest x-ray, 2 views",71046,0320,148.50
100572,"DX shoulder x-ray, complete",73030,0320,181.00
100573,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,0320,293.75
100574,"DX Lumbar spine x-ray, 2 or 3 views",72100,0320,247.50
100575,"DX foot x-ray, complete",73630,0320,219.25
100576,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,0320,308.00
100577,"DX Hand x-ray, complete",73130,0320,180.75
100578,"DX abdominal x-ray, 1 view",74018,0320,158.50
100579,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,0320,165.25
100580,DX Portable chest x-ray,71045,0320,238.00
100581,"DX chest x-ray, 2 views",71046,0320,348.75
100582,"DX SHOULDER X-RAY, COMPLETE",73030,0320,335.50
100583,"DX Knee x-ray, 1 or 2 views",73560,0320,296.00
100584,"DX lumbar spine x-ray, 2 or 3 views",72100,0320,287.75
100585,"DX FOOT X-RAY, COMPLETE",73630,0320,229.50
100586,"DX Cervical spine x-ray, 2 or 3 views",72040,0320,196.25
100587,"DX hand x-ray, complete",73130,0320,221.00
100588,"DX ABDOMINAL X-RAY, 1 VIEW",74018,0320,229.75
100589,"DX Hip x-ray, 2 or 3 views",73502,0320,211.50
100590,DX portable chest x-ray,71045,0320,296.25
100591,"DX CHEST X-RAY, 2 VIEWS",71046,0320,157.00
100592,"DX Shoulder x-ray, complete",73030,0320,169.75
100593,"DX knee x-ray, 1 or 2 views",73560,0320,106.50
100594,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,0320,237.00
100595,"DX Foot x-ray, complete",73630,0320,279.75
100596,"DX cervical spine x-ray, 2 or 3 views",72040,0320,241.50
100597,"DX HAND X-RAY, COMPLETE",73130,0320,245.25
100598,"DX Abdominal x-ray, 1 view",74018,0320,138.00
100599,"DX hip x-ray, 2 or 3 views",73502,0320,348.75
100600,DX PORTABLE CHEST X-RAY,71045,0320,196.50
100601,"DX Chest x-ray, 2 views",71046,0320,215.25
100602,"DX shoulder x-ray, complete",73030,0320,252.00
100603,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,0320,203.75
100604,"DX Lumbar spine x-ray, 2 or 3 views",72100,0320,342.50
100605,"DX foot x-ray, complete",73630,0320,227.00
100606,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,0320,302.75
100607,"DX Hand x-ray, complete",73130,0320,287.50
100608,"DX abdominal x-ray, 1 view",74018,0320,75.25
100609,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,0320,207.00
100610,DX Portable chest x-ray,71045,0320,221.75
100611,"DX chest x-ray, 2 views",71046,0320,336.50
100612,"DX SHOULDER X-RAY, COMPLETE",73030,0320,240.25
100613,"DX Knee x-ray, 1 or 2 views",73560,0320,327.00
100614,"DX lumbar spine x-ray, 2 or 3 views",72100,0320,269.75
100615,"DX FOOT X-RAY, COMPLETE",73630,0320,235.50
100616,"DX Cervical spine x-ray, 2 or 3 views",72040,0320,205.00
100617,"DX hand x-ray, complete",73130,0320,271.75
100618,"DX ABDOMINAL X-RAY, 1 VIEW",74018,0320,306.50
100619,"DX Hip x-ray, 2 or 3 views",73502,0320,110.25
100620,DX portable chest x-ray,71045,0320,341.00
100621,"DX CHEST X-RAY, 2 VIEWS",71046,0320,175.75
100622,"DX Shoulder x-ray, complete",73030,0320,145.50
100623,"DX knee x-ray, 1 or 2 views",73560,0320,312.25
100624,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,0320,104.00
100625,"DX Foot x-ray, complete",73630,0320,133.75
100626,"DX cervical spine x-ray, 2 or 3 views",72040,0320,361.50
100627,"DX HAND X-RAY, COMPLETE",73130,0320,261.00
100628,"DX Abdominal x-ray, 1 view",74018,0320,237.75
100629,"DX hip x-ray, 2 or 3 views",73502,0320,194.50
100630,DX PORTABLE CHEST X-RAY,71045,0320,338.25
100631,"DX Chest x-ray, 2 views",71046,0320,110.00
100632,"DX shoulder x-ray, complete",73030,0320,254.75
100633,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,0320,230.50
100634,"DX Lumbar spine x-ray, 2 or 3 views",72100,0320,354.25
100635,"DX foot x-ray, complete",73630,0320,293.00
100636,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,0320,220.75
100637,"DX Hand x-ray, complete",73130,0320,306.50
100638,"DX abdominal x-ray, 1 view",74018,0320,275.00
100639,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,0320,177.75
100640,DX Portable chest x-ray,71045,0320,153.50
100641,"DX chest x-ray, 2 views",71046,0320,187.25
100642,"DX SHOULDER X-RAY, COMPLETE",73030,0320,297.00
100643,"DX Knee x-ray, 1 or 2 views",73560,0320,289.75
100644,"DX lumbar spine x-ray, 2 or 3 views",72100,0320,97.50
100645,"DX FOOT X-RAY, COMPLETE",73630,0320,197.25
100646,"DX Cervical spine x-ray, 2 or 3 views",72040,0320,280.00
100647,"DX hand x-ray, complete",73130,0320,198.75
100648,"DX ABDOMINAL X-RAY, 1 VIEW",74018,0320,228.50
100649,"DX Hip x-ray, 2 or 3 views",73502,0320,179.00
100650,DX portable chest x-ray,71045,0320,65.75
100651,"DX CHEST X-RAY, 2 VIEWS",71046,0320,183.50
100652,"DX Shoulder x-ray, complete",73030,0320,321.25
100653,"DX knee x-ray, 1 or 2 views",73560,0320,333.00
100654,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,0320,317.75
100655,"DX Foot x-ray, complete",73630,0320,358.50
100656,"DX cervical spine x-ray, 2 or 3 views",72040,0320,141.25
100657,"DX HAND X-RAY, COMPLETE",73130,0320,287.00
100658,"DX Abdominal x-ray, 1 view",74018,0320,372.75
100659,"DX hip x-ray, 2 or 3 views",73502,0320,332.50
100660,DX PORTABLE CHEST X-RAY,71045,0320,258.00
100661,"DX Chest x-ray, 2 views",71046,0320,319.75
100662,"DX shoulder x-ray, complete",73030,0320,338.50
100663,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,0320,166.25
100664,"DX Lumbar spine x-ray, 2 or 3 views",72100,0320,239.00
100665,"DX foot x-ray, complete",73630,0320,303.75
100666,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,0320,297.50
100667,"DX Hand x-ray, complete",73130,0320,312.25
100668,"DX abdominal x-ray, 1 view",74018,0320,361.00
100669,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,0320,229.75
100670,DX Portable chest x-ray,71045,0320,256.50
100671,"DX chest x-ray, 2 views",71046,0320,299.00
100672,"DX SHOULDER X-RAY, COMPLETE",73030,0320,136.75
100673,"DX Knee x-ray, 1 or 2 views",73560,0320,310.50
100674,"DX lumbar spine x-ray, 2 or 3 views",72100,0320,200.25
100675,"DX FOOT X-RAY, COMPLETE",73630,0320,336.00
100676,"DX Cervical spine x-ray, 2 or 3 views",72040,0320,179.75
100677,"DX hand x-ray, complete",73130,0320,311.50
100678,"DX ABDOMINAL X-RAY, 1 VIEW",74018,0320,251.25
100679,"DX Hip x-ray, 2 or 3 views",73502,0320,266.00
100680,DX portable chest x-ray,71045,0320,335.75
100681,"DX CHEST X-RAY, 2 VIEWS",71046,0320,112.50
100682,"DX Shoulder x-ray, complete",73030,0320,165.00
100683,"DX knee x-ray, 1 or 2 views",73560,0320,182.75
100684,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,0320,148.50
100685,"DX Foot x-ray, complete",73630,0320,328.25
100686,"DX cervical spine x-ray, 2 or 3 views",72040,0320,285.00
100687,"DX HAND X-RAY, COMPLETE",73130,0320,150.75
100688,"DX Abdominal x-ray, 1 view",74018,0320,262.50
100689,"DX hip x-ray, 2 or 3 views",73502,0320,222.25
100690,DX PORTABLE CHEST X-RAY,71045,0320,169.00
100691,"DX Chest x-ray, 2 views",71046,0320,349.75
100692,"DX shoulder x-ray, complete",73030,0320,262.50
100693,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,0320,326.00
100694,"DX Lumbar spine x-ray, 2 or 3 views",72100,0320,100.75
100695,"DX foot x-ray, complete",73630,0320,78.50
100696,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,0320,85.25
100697,"DX Hand x-ray, complete",73130,0320,97.00
100698,"DX abdominal x-ray, 1 view",74018,0320,301.75
100699,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,0320,287.50
100700,DX Portable chest x-ray,71045,0320,363.25
100701,"DX chest x-ray, 2 views",71046,0320,280.00
100702,"DX SHOULDER X-RAY, COMPLETE",73030,0320,363.75
100703,"DX Knee x-ray, 1 or 2 views",73560,0320,137.50
100704,"DX lumbar spine x-ray, 2 or 3 views",72100,0320,246.00
100705,"DX FOOT X-RAY, COMPLETE",73630,0320,131.75
100706,"DX Cervical spine x-ray, 2 or 3 views",72040,0320,264.50
100707,"DX hand x-ray, complete",73130,0320,188.25
100708,"DX ABDOMINAL X-RAY, 1 VIEW",74018,0320,95.00
100709,"DX Hip x-ray, 2 or 3 views",73502,0320,170.75
100710,DX portable chest x-ray,71045,0320,368.50
100711,"DX CHEST X-RAY, 2 VIEWS",71046,0320,245.25
100712,"DX Shoulder x-ray, complete",73030,0320,234.00
100713,"DX knee x-ray, 1 or 2 views",73560,0320,208.75
100714,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,0320,253.50
100715,"DX Foot x-ray, complete",73630,0320,274.00
100716,"DX cervical spine x-ray, 2 or 3 views",72040,0320,353.75
100717,"DX HAND X-RAY, COMPLETE",73130,0320,270.50
100718,"DX Abdominal x-ray, 1 view",74018,0320,247.25
100719,"DX hip x-ray, 2 or 3 views",73502,0320,330.00
100720,DX PORTABLE CHEST X-RAY,71045,0320,197.75
100721,"DX Chest x-ray, 2 views",71046,0320,125.50
100722,"DX shoulder x-ray, complete",73030,0320,121.25
100723,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,0320,280.00
100724,"DX Lumbar spine x-ray, 2 or 3 views",72100,0320,198.75
100725,"DX foot x-ray, complete",73630,0320,276.50
100726,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,0320,173.00
100727,"DX Hand x-ray, complete",73130,0320,337.75
100728,"DX abdominal x-ray, 1 view",74018,0320,207.50
100729,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,0320,238.25
100730,DX Portable chest x-ray,71045,0320,84.00
100731,"DX chest x-ray, 2 views",71046,0320,86.75
100732,"DX SHOULDER X-RAY, COMPLETE",73030,0320,86.50
100733,"DX Knee x-ray, 1 or 2 views",73560,0320,282.25
100734,"DX lumbar spine x-ray, 2 or 3 views",72100,0320,115.00
100735,"DX FOOT X-RAY, COMPLETE",73630,0320,137.75
100736,"DX Cervical spine x-ray, 2 or 3 views",72040,0320,199.50
100737,"DX hand x-ray, complete",73130,0320,324.00
100738,"DX ABDOMINAL X-RAY, 1 VIEW",74018,0320,170.75
100739,"DX Hip x-ray, 2 or 3 views",73502,0320,128.50
100740,DX portable chest x-ray,71045,0320,152.25
100741,"DX CHEST X-RAY, 2 VIEWS",71046,0320,170.00
100742,"DX Shoulder x-ray, complete",73030,0320,234.75
100743,"DX knee x-ray, 1 or 2 views",73560,0320,294.50
100744,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,0320,357.25
100745,"DX Foot x-ray, complete",73630,0320,239.00
100746,"DX cervical spine x-ray, 2 or 3 views",72040,0320,221.75
100747,"DX HAND X-RAY, COMPLETE",73130,0320,212.50
100748,"DX Abdominal x-ray, 1 view",74018,0320,271.00
100749,"DX hip x-ray, 2 or 3 views",73502,0320,141.75
100750,DX PORTABLE CHEST X-RAY,71045,0320,265.50
100751,"DX Chest x-ray, 2 views",71046,0320,287.25
100752,"DX shoulder x-ray, complete",73030,0320,299.00
100753,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,0320,133.75
100754,"DX Lumbar spine x-ray, 2 or 3 views",72100,0320,241.50
100755,"DX foot x-ray, complete",73630,0320,325.25
100756,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,0320,253.00
100757,"DX Hand x-ray, complete",73130,0320,133.75
100758,"DX abdominal x-ray, 1 view",74018,0320,277.50
100759,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,0320,331.00
100760,DX Portable chest x-ray,71045,0320,332.75
100761,"DX chest x-ray, 2 views",71046,0320,287.50
100762,"DX SHOULDER X-RAY, COMPLETE",73030,0320,313.25
100763,"DX Knee x-ray, 1 or 2 views",73560,0320,291.00
100764,"DX lumbar spine x-ray, 2 or 3 views",72100,0320,232.75
100765,"DX FOOT X-RAY, COMPLETE",73630,0320,233.50
100766,"DX Cervical spine x-ray, 2 or 3 views",72040,0320,300.25
100767,"DX hand x-ray, complete",73130,0320,196.00
100768,"DX ABDOMINAL X-RAY, 1 VIEW",74018,0320,216.75
100769,"DX Hip x-ray, 2 or 3 views",73502,0320,383.50
100770,DX portable chest x-ray,71045,0320,116.00
100771,"DX CHEST X-RAY, 2 VIEWS",71046,0320,134.75
100772,"DX Shoulder x-ray, complete",73030,0320,186.50
100773,"DX knee x-ray, 1 or 2 views",73560,0320,146.25
100774,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,0320,334.00
100775,"DX Foot x-ray, complete",73630,0320,339.75
100776,"DX cervical spine x-ray, 2 or 3 views",72040,0320,162.50
100777,"DX HAND X-RAY, COMPLETE",73130,0320,321.25
100778,"DX Abdominal x-ray, 1 view",74018,0320,161.00
100779,"DX hip x-ray, 2 or 3 views",73502,0320,345.75
100780,DX PORTABLE CHEST X-RAY,71045,0320,117.50
100781,"DX Chest x-ray, 2 views",71046,0320,95.00
100782,"DX shoulder x-ray, complete",73030,0320,260.75
100783,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,0320,199.50
100784,"DX Lumbar spine x-ray, 2 or 3 views",72100,0320,89.25
100785,"DX foot x-ray, complete",73630,0320,333.00
100786,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,0320,179.75
100787,"DX Hand x-ray, complete",73130,0320,92.50
100788,"DX abdominal x-ray, 1 view",74018,0320,102.25
100789,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,0320,296.00
100790,DX Portable chest x-ray,71045,0320,306.75
100791,"DX chest x-ray, 2 views",71046,0320,128.50
100792,"DX SHOULDER X-RAY, COMPLETE",73030,0320,83.00
100793,"DX Knee x-ray, 1 or 2 views",73560,0320,191.75
100794,"DX lumbar spine x-ray, 2 or 3 views",72100,0320,277.50
100795,"DX FOOT X-RAY, COMPLETE",73630,0320,157.25
100796,"DX Cervical spine x-ray, 2 or 3 views",72040,0320,305.00
100797,"DX hand x-ray, complete",73130,0320,294.75
100798,"DX ABDOMINAL X-RAY, 1 VIEW",74018,0320,113.50
100799,"DX Hip x-ray, 2 or 3 views",73502,0320,374.25
100800,DX portable chest x-ray,71045,0320,97.00
100801,"DX CHEST X-RAY, 2 VIEWS",71046,0320,217.75
100802,"DX Shoulder x-ray, complete",73030,0320,268.50
100803,"DX knee x-ray, 1 or 2 views",73560,0320,171.00
100804,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,0320,151.75
100805,"DX Foot x-ray, complete",73630,0320,251.50
100806,"DX cervical spine x-ray, 2 or 3 views",72040,0320,279.25
100807,"DX HAND X-RAY, COMPLETE",73130,0320,75.00
100808,"DX Abdominal x-ray, 1 view",74018,0320,163.75
100809,"DX hip x-ray, 2 or 3 views",73502,0320,85.50
100810,DX PORTABLE CHEST X-RAY,71045,0320,201.25
100811,"DX Chest x-ray, 2 views",71046,0320,112.00
100812,"DX shoulder x-ray, complete",73030,0320,243.75
100813,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,0320,199.50
100814,"DX Lumbar spine x-ray, 2 or 3 views",72100,0320,303.00
100815,"DX foot x-ray, complete",73630,0320,156.75
100816,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,0320,293.50
100817,"DX Hand x-ray, complete",73130,0320,178.25
100818,"DX abdominal x-ray, 1 view",74018,0320,105.00
100819,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,0320,340.75
100820,DX Portable chest x-ray,71045,0320,117.50
100821,"DX chest x-ray, 2 views",71046,0320,270.25
100822,"DX SHOULDER X-RAY, COMPLETE",73030,0320,283.00
100823,"DX Knee x-ray, 1 or 2 views",73560,0320,317.75
100824,"DX lumbar spine x-ray, 2 or 3 views",72100,0320,180.50
100825,"DX FOOT X-RAY, COMPLETE",73630,0320,285.00
100826,"DX Cervical spine x-ray, 2 or 3 views",72040,0320,217.75
100827,"DX hand x-ray, complete",73130,0320,241.50
100828,"DX ABDOMINAL X-RAY, 1 VIEW",74018,0320,359.25
100829,"DX Hip x-ray, 2 or 3 views",73502,0320,218.00
100830,DX portable chest x-ray,71045,0320,355.75
100831,"DX CHEST X-RAY, 2 VIEWS",71046,0320,357.50
100832,"DX Shoulder x-ray, complete",73030,0320,226.25
100833,"DX knee x-ray, 1 or 2 views",73560,0320,98.00
100834,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,0320,313.75
100835,"DX Foot x-ray, complete",73630,0320,229.50
100836,"DX cervical spine x-ray, 2 or 3 views",72040,0320,112.00
100837,"DX HAND X-RAY, COMPLETE",73130,0320,76.75
100838,"DX Abdominal x-ray, 1 view",74018,0320,272.50
100839,"DX hip x-ray, 2 or 3 views",73502,0320,126.25
100840,DX PORTABLE CHEST X-RAY,71045,0320,192.00
100841,"DX Chest x-ray, 2 views",71046,0320,131.75
100842,"DX shoulder x-ray, complete",73030,0320,256.50
100843,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,0320,203.25
100844,"DX Lumbar spine x-ray, 2 or 3 views",72100,0320,222.00
100845,"DX foot x-ray, complete",73630,0320,279.75
100846,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,0320,360.50
100847,"DX Hand x-ray, complete",73130,0320,164.00
100848,"DX abdominal x-ray, 1 view",74018,0320,224.75
100849,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,0320,237.50
100850,DX Portable chest x-ray,71045,0320,112.25
100851,"DX chest x-ray, 2 views",71046,0320,357.00
100852,"DX SHOULDER X-RAY, COMPLETE",73030,0320,202.75
100853,"DX Knee x-ray, 1 or 2 views",73560,0320,168.50
100854,"DX lumbar spine x-ray, 2 or 3 views",72100,0320,189.25
