chgNo,description,CPT,revCode,chgAmt
100382,"DX SHOULDER X-RAY, COMPLETE",73030,320,362.00
100383,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,252.75
100384,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,189.50
100385,"DX FOOT X-RAY, COMPLETE",73630,320,164.00
100386,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,98.75
100387,"DX HAND X-RAY, COMPLETE",73130,320,200.50
100388,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,339.25
100389,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,322.00
100390,DX PORTABLE CHEST X-RAY,71045,320,156.75
100391,"DX CHEST X-RAY, 2 VIEWS",71046,320,208.50
100392,"DX SHOULDER X-RAY, COMPLETE",73030,320,372.25
100393,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,302.00
100394,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,93.75
100395,"DX FOOT X-RAY, COMPLETE",73630,320,283.50
100396,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,264.00
100397,"DX HAND X-RAY, COMPLETE",73130,320,265.75
100398,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,113.50
100399,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,288.25
100400,DX PORTABLE CHEST X-RAY,71045,320,207.00
100401,"DX CHEST X-RAY, 2 VIEWS",71046,320,185.75
100402,"DX SHOULDER X-RAY, COMPLETE",73030,320,282.50
100403,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,177.25
100404,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,248.00
100405,"DX FOOT X-RAY, COMPLETE",73630,320,176.75
100406,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,352.50
100407,"DX HAND X-RAY, COMPLETE",73130,320,160.00
100408,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,293.75
100409,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,72.50
100410,DX PORTABLE CHEST X-RAY,71045,320,250.25
100411,"DX CHEST X-RAY, 2 VIEWS",71046,320,172.00
100412,"DX SHOULDER X-RAY, COMPLETE",73030,320,178.75
100413,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,83.50
100414,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,239.25
100415,"DX FOOT X-RAY, COMPLETE",73630,320,216.00
100416,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,129.75
100417,"DX HAND X-RAY, COMPLETE",73130,320,294.50
100418,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,98.00
100419,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,213.75
100420,DX PORTABLE CHEST X-RAY,71045,320,287.50
100421,"DX CHEST X-RAY, 2 VIEWS",71046,320,345.25
100422,"DX SHOULDER X-RAY, COMPLETE",73030,320,210.00
100423,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,153.75
100424,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,351.50
100425,"DX FOOT X-RAY, COMPLETE",73630,320,114.25
100426,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,297.00
100427,"DX HAND X-RAY, COMPLETE",73130,320,243.75
100428,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,240.50
100429,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,290.00
100430,DX PORTABLE CHEST X-RAY,71045,320,304.75
100431,"DX CHEST X-RAY, 2 VIEWS",71046,320,254.50
100432,"DX SHOULDER X-RAY, COMPLETE",73030,320,313.25
100433,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,237.00
100434,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,151.75
100435,"DX FOOT X-RAY, COMPLETE",73630,320,228.50
100436,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,140.25
100437,"DX HAND X-RAY, COMPLETE",73130,320,102.00
100438,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,116.75
100439,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,190.50
100440,DX PORTABLE CHEST X-RAY,71045,320,72.00
100441,"DX CHEST X-RAY, 2 VIEWS",71046,320,348.75
100442,"DX SHOULDER X-RAY, COMPLETE",73030,320,185.50
100443,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,261.25
100444,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,310.00
100445,"DX FOOT X-RAY, COMPLETE",73630,320,221.75
100446,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,268.50
100447,"DX HAND X-RAY, COMPLETE",73130,320,110.25
100448,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,170.00
100449,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,190.75
100450,DX PORTABLE CHEST X-RAY,71045,320,99.50
100451,"DX CHEST X-RAY, 2 VIEWS",71046,320,194.00
100452,"DX SHOULDER X-RAY, COMPLETE",73030,320,258.75
100453,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,87.50
100454,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,240.25
100455,"DX FOOT X-RAY, COMPLETE",73630,320,293.00
100456,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,159.75
100457,"DX HAND X-RAY, COMPLETE",73130,320,192.50
100458,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,238.25
100459,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,338.00
100460,DX PORTABLE CHEST X-RAY,71045,320,369.75
100461,"DX CHEST X-RAY, 2 VIEWS",71046,320,377.50
100462,"DX SHOULDER X-RAY, COMPLETE",73030,320,169.00
100463,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,336.75
100464,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,334.50
100465,"DX FOOT X-RAY, COMPLETE",73630,320,273.25
100466,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,249.00
100467,"DX HAND X-RAY, COMPLETE",73130,320,116.75
100468,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,321.50
100469,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,106.25
100470,DX PORTABLE CHEST X-RAY,71045,320,296.00
100471,"DX CHEST X-RAY, 2 VIEWS",71046,320,282.75
100472,"DX SHOULDER X-RAY, COMPLETE",73030,320,333.50
100473,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,71.00
100474,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,253.75
100475,"DX FOOT X-RAY, COMPLETE",73630,320,270.50
100476,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,106.25
100477,"DX HAND X-RAY, COMPLETE",73130,320,299.00
100478,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,182.75
100479,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,281.50
100480,DX PORTABLE CHEST X-RAY,71045,320,243.25
100481,"DX CHEST X-RAY, 2 VIEWS",71046,320,92.00
100482,"DX SHOULDER X-RAY, COMPLETE",73030,320,246.75
100483,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,281.50
100484,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,231.00
100485,"DX FOOT X-RAY, COMPLETE",73630,320,346.75
100486,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,106.50
100487,"DX HAND X-RAY, COMPLETE",73130,320,312.25
100488,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,195.00
100489,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,85.75
100490,DX PORTABLE CHEST X-RAY,71045,320,145.50
100491,"DX CHEST X-RAY, 2 VIEWS",71046,320,99.25
100492,"DX SHOULDER X-RAY, COMPLETE",73030,320,281.00
100493,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,246.75
100494,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,353.50
100495,"DX FOOT X-RAY, COMPLETE",73630,320,324.00
100496,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,297.75
100497,"DX HAND X-RAY, COMPLETE",73130,320,249.50
100498,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,259.25
100499,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,152.00
100500,DX PORTABLE CHEST X-RAY,71045,320,317.75
100501,"DX CHEST X-RAY, 2 VIEWS",71046,320,343.50
100502,"DX SHOULDER X-RAY, COMPLETE",73030,320,242.25
100503,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,265.00
100504,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,102.75
100505,"DX FOOT X-RAY, COMPLETE",73630,320,114.50
100506,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,212.00
100507,"DX HAND X-RAY, COMPLETE",73130,320,308.75
100508,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,231.50
100509,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,126.25
100510,DX PORTABLE CHEST X-RAY,71045,320,153.00
100511,"DX CHEST X-RAY, 2 VIEWS",71046,320,111.75
100512,"DX SHOULDER X-RAY, COMPLETE",73030,320,322.50
100513,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,146.25
100514,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,160.00
100515,"DX FOOT X-RAY, COMPLETE",73630,320,189.75
100516,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,338.50
100517,"DX HAND X-RAY, COMPLETE",73130,320,196.00
100518,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,254.75
100519,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,246.50
100520,DX PORTABLE CHEST X-RAY,71045,320,168.25
100521,"DX CHEST X-RAY, 2 VIEWS",71046,320,311.00
100522,"DX SHOULDER X-RAY, COMPLETE",73030,320,323.75
100523,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,355.50
100524,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,113.25
100525,"DX FOOT X-RAY, COMPLETE",73630,320,201.00
100526,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,367.75
100527,"DX HAND X-RAY, COMPLETE",73130,320,253.50
100528,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,270.00
100529,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,68.75
100530,DX PORTABLE CHEST X-RAY,71045,320,88.50
100531,"DX CHEST X-RAY, 2 VIEWS",71046,320,343.25
100532,"DX SHOULDER X-RAY, COMPLETE",73030,320,351.00
100533,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,115.75
100534,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,186.50
100535,"DX FOOT X-RAY, COMPLETE",73630,320,275.25
100536,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,173.00
100537,"DX HAND X-RAY, COMPLETE",73130,320,160.75
100538,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,229.50
100539,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,324.00
100540,DX PORTABLE CHEST X-RAY,71045,320,152.75
100541,"DX CHEST X-RAY, 2 VIEWS",71046,320,268.50
100542,"DX SHOULDER X-RAY, COMPLETE",73030,320,211.25
100543,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,354.00
100544,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,131.75
100545,"DX FOOT X-RAY, COMPLETE",73630,320,159.50
100546,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,220.25
100547,"DX HAND X-RAY, COMPLETE",73130,320,325.00
100548,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,123.75
100549,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,226.50
100550,DX PORTABLE CHEST X-RAY,71045,320,262.00
100551,"DX CHEST X-RAY, 2 VIEWS",71046,320,189.75
100552,"DX SHOULDER X-RAY, COMPLETE",73030,320,268.50
100553,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,316.25
100554,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,285.00
100555,"DX FOOT X-RAY, COMPLETE",73630,320,322.75
100556,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,264.50
100557,"DX HAND X-RAY, COMPLETE",73130,320,87.25
100558,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,288.00
100559,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,243.75
100560,DX PORTABLE CHEST X-RAY,71045,320,107.50
100561,"DX CHEST X-RAY, 2 VIEWS",71046,320,170.00
100562,"DX SHOULDER X-RAY, COMPLETE",73030,320,157.75
100563,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,101.50
100564,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,176.25
100565,"DX FOOT X-RAY, COMPLETE",73630,320,203.00
100566,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,362.75
100567,"DX HAND X-RAY, COMPLETE",73130,320,217.50
100568,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,314.25
100569,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,112.00
100570,DX PORTABLE CHEST X-RAY,71045,320,135.75
100571,"DX CHEST X-RAY, 2 VIEWS",71046,320,148.50
100572,"DX SHOULDER X-RAY, COMPLETE",73030,320,181.00
100573,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,293.75
100574,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,247.50
100575,"DX FOOT X-RAY, COMPLETE",73630,320,219.25
100576,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,308.00
100577,"DX HAND X-RAY, COMPLETE",73130,320,180.75
100578,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,158.50
100579,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,165.25
100580,DX PORTABLE CHEST X-RAY,71045,320,238.00
100581,"DX CHEST X-RAY, 2 VIEWS",71046,320,348.75
100582,"DX SHOULDER X-RAY, COMPLETE",73030,320,335.50
100583,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,296.00
100584,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,287.75
100585,"DX FOOT X-RAY, COMPLETE",73630,320,229.50
100586,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,196.25
100587,"DX HAND X-RAY, COMPLETE",73130,320,221.00
100588,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,229.75
100589,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,211.50
100590,DX PORTABLE CHEST X-RAY,71045,320,296.25
100591,"DX CHEST X-RAY, 2 VIEWS",71046,320,157.00
100592,"DX SHOULDER X-RAY, COMPLETE",73030,320,169.75
100593,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,106.50
100594,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,237.00
100595,"DX FOOT X-RAY, COMPLETE",73630,320,279.75
100596,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,241.50
100597,"DX HAND X-RAY, COMPLETE",73130,320,245.25
100598,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,138.00
100599,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,348.75
100600,DX PORTABLE CHEST X-RAY,71045,320,196.50
100601,"DX CHEST X-RAY, 2 VIEWS",71046,320,215.25
100602,"DX SHOULDER X-RAY, COMPLETE",73030,320,252.00
100603,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,203.75
100604,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,342.50
100605,"DX FOOT X-RAY, COMPLETE",73630,320,227.00
100606,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,302.75
100607,"DX HAND X-RAY, COMPLETE",73130,320,287.50
100608,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,75.25
100609,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,207.00
100610,DX PORTABLE CHEST X-RAY,71045,320,221.75
100611,"DX CHEST X-RAY, 2 VIEWS",71046,320,336.50
100612,"DX SHOULDER X-RAY, COMPLETE",73030,320,240.25
100613,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,327.00
100614,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,269.75
100615,"DX FOOT X-RAY, COMPLETE",73630,320,235.50
100616,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,205.00
100617,"DX HAND X-RAY, COMPLETE",73130,320,271.75
100618,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,306.50
100619,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,110.25
100620,DX PORTABLE CHEST X-RAY,71045,320,341.00
100621,"DX CHEST X-RAY, 2 VIEWS",71046,320,175.75
100622,"DX SHOULDER X-RAY, COMPLETE",73030,320,145.50
100623,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,312.25
100624,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,104.00
100625,"DX FOOT X-RAY, COMPLETE",73630,320,133.75
100626,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,361.50
100627,"DX HAND X-RAY, COMPLETE",73130,320,261.00
100628,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,237.75
100629,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,194.50
100630,DX PORTABLE CHEST X-RAY,71045,320,338.25
100631,"DX CHEST X-RAY, 2 VIEWS",71046,320,110.00
100632,"DX SHOULDER X-RAY, COMPLETE",73030,320,254.75
100633,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,230.50
100634,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,354.25
100635,"DX FOOT X-RAY, COMPLETE",73630,320,293.00
100636,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,220.75
100637,"DX HAND X-RAY, COMPLETE",73130,320,306.50
100638,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,275.00
100639,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,177.75
100640,DX PORTABLE CHEST X-RAY,71045,320,153.50
100641,"DX CHEST X-RAY, 2 VIEWS",71046,320,187.25
100642,"DX SHOULDER X-RAY, COMPLETE",73030,320,297.00
100643,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,289.75
100644,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,97.50
100645,"DX FOOT X-RAY, COMPLETE",73630,320,197.25
100646,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,280.00
100647,"DX HAND X-RAY, COMPLETE",73130,320,198.75
100648,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,228.50
100649,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,179.00
100650,DX PORTABLE CHEST X-RAY,71045,320,65.75
100651,"DX CHEST X-RAY, 2 VIEWS",71046,320,183.50
100652,"DX SHOULDER X-RAY, COMPLETE",73030,320,321.25
100653,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,333.00
100654,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,317.75
100655,"DX FOOT X-RAY, COMPLETE",73630,320,358.50
100656,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,141.25
100657,"DX HAND X-RAY, COMPLETE",73130,320,287.00
100658,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,372.75
100659,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,332.50
100660,DX PORTABLE CHEST X-RAY,71045,320,258.00
100661,"DX CHEST X-RAY, 2 VIEWS",71046,320,319.75
100662,"DX SHOULDER X-RAY, COMPLETE",73030,320,338.50
100663,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,166.25
100664,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,239.00
100665,"DX FOOT X-RAY, COMPLETE",73630,320,303.75
100666,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,297.50
100667,"DX HAND X-RAY, COMPLETE",73130,320,312.25
100668,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,361.00
100669,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,229.75
100670,DX PORTABLE CHEST X-RAY,71045,320,256.50
100671,"DX CHEST X-RAY, 2 VIEWS",71046,320,299.00
100672,"DX SHOULDER X-RAY, COMPLETE",73030,320,136.75
100673,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,310.50
100674,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,200.25
100675,"DX FOOT X-RAY, COMPLETE",73630,320,336.00
100676,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,179.75
100677,"DX HAND X-RAY, COMPLETE",73130,320,311.50
100678,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,251.25
100679,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,266.00
100680,DX PORTABLE CHEST X-RAY,71045,320,335.75
100681,"DX CHEST X-RAY, 2 VIEWS",71046,320,112.50
100682,"DX SHOULDER X-RAY, COMPLETE",73030,320,165.00
100683,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,182.75
100684,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,148.50
100685,"DX FOOT X-RAY, COMPLETE",73630,320,328.25
100686,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,285.00
100687,"DX HAND X-RAY, COMPLETE",73130,320,150.75
100688,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,262.50
100689,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,222.25
100690,DX PORTABLE CHEST X-RAY,71045,320,169.00
100691,"DX CHEST X-RAY, 2 VIEWS",71046,320,349.75
100692,"DX SHOULDER X-RAY, COMPLETE",73030,320,262.50
100693,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,326.00
100694,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,100.75
100695,"DX FOOT X-RAY, COMPLETE",73630,320,78.50
100696,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,85.25
100697,"DX HAND X-RAY, COMPLETE",73130,320,97.00
100698,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,301.75
100699,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,287.50
100700,DX PORTABLE CHEST X-RAY,71045,320,363.25
100701,"DX CHEST X-RAY, 2 VIEWS",71046,320,280.00
100702,"DX SHOULDER X-RAY, COMPLETE",73030,320,363.75
100703,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,137.50
100704,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,246.00
100705,"DX FOOT X-RAY, COMPLETE",73630,320,131.75
100706,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,264.50
100707,"DX HAND X-RAY, COMPLETE",73130,320,188.25
100708,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,95.00
100709,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,170.75
100710,DX PORTABLE CHEST X-RAY,71045,320,368.50
100711,"DX CHEST X-RAY, 2 VIEWS",71046,320,245.25
100712,"DX SHOULDER X-RAY, COMPLETE",73030,320,234.00
100713,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,208.75
100714,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,253.50
100715,"DX FOOT X-RAY, COMPLETE",73630,320,274.00
100716,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,353.75
100717,"DX HAND X-RAY, COMPLETE",73130,320,270.50
100718,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,247.25
100719,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,330.00
100720,DX PORTABLE CHEST X-RAY,71045,320,197.75
100721,"DX CHEST X-RAY, 2 VIEWS",71046,320,125.50
100722,"DX SHOULDER X-RAY, COMPLETE",73030,320,121.25
100723,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,280.00
100724,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,198.75
100725,"DX FOOT X-RAY, COMPLETE",73630,320,276.50
100726,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,173.00
100727,"DX HAND X-RAY, COMPLETE",73130,320,337.75
100728,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,207.50
100729,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,238.25
100730,DX PORTABLE CHEST X-RAY,71045,320,84.00
100731,"DX CHEST X-RAY, 2 VIEWS",71046,320,86.75
100732,"DX SHOULDER X-RAY, COMPLETE",73030,320,86.50
100733,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,282.25
100734,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,115.00
100735,"DX FOOT X-RAY, COMPLETE",73630,320,137.75
100736,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,199.50
100737,"DX HAND X-RAY, COMPLETE",73130,320,324.00
100738,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,170.75
100739,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,128.50
100740,DX PORTABLE CHEST X-RAY,71045,320,152.25
100741,"DX CHEST X-RAY, 2 VIEWS",71046,320,170.00
100742,"DX SHOULDER X-RAY, COMPLETE",73030,320,234.75
100743,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,294.50
100744,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,357.25
100745,"DX FOOT X-RAY, COMPLETE",73630,320,239.00
100746,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,221.75
100747,"DX HAND X-RAY, COMPLETE",73130,320,212.50
100748,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,271.00
100749,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,141.75
100750,DX PORTABLE CHEST X-RAY,71045,320,265.50
100751,"DX CHEST X-RAY, 2 VIEWS",71046,320,287.25
100752,"DX SHOULDER X-RAY, COMPLETE",73030,320,299.00
100753,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,133.75
100754,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,241.50
100755,"DX FOOT X-RAY, COMPLETE",73630,320,325.25
100756,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,253.00
100757,"DX HAND X-RAY, COMPLETE",73130,320,133.75
100758,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,277.50
100759,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,331.00
100760,DX PORTABLE CHEST X-RAY,71045,320,332.75
100761,"DX CHEST X-RAY, 2 VIEWS",71046,320,287.50
100762,"DX SHOULDER X-RAY, COMPLETE",73030,320,313.25
100763,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,291.00
